code;name;rama_ids/code;rama_ids/name;cargos_ids/code;cargos_ids/name;cargos_ids/value
A01;AGRICULTURA Y PLANTACIONES;A0101011210;PRODUCCION DE FLORES NATURALES Y PLANTAS ORNAMENTALES Y MEDICINA;101011210081;TRABAJADOR DEL AGRO: CLASIFICADOR, CORTADOR DE TALLOS, EMBONCHADOR, MALLERO, PATINADOR, PEGADOR DE ETIQUETAS, ARMADOR DE EMBAR;395,3800
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301114;TRABAJADORES AGRICOLAS QUE LABORAN EN LAS PLANTACIONES;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301115;PEGADOR  DE CARTON;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301116;CORTE DE RACIMOS;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301117;TRANSPORTE DE RACIMO MEDIANTE MOTOR EN COMBUSTION O POR TRABAJADOR AGRICOLA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301118;ENFUNDE Y DESFLORE;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301119;LIMPIADOR SE ENCARGA DE ELIMINAR TODOS LOS HIJES QUE NO HAN SIDO ESCOGIDOS;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301120;SELECTOR SE DEDICA A ESCOGER EL HIJE;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301121;ENSUNCHE, REENSUNCHE Y APUNTALAMIENTO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301122;DESHOJE;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301123;"TRABAJADORES QUE LABORAN EN ACTIVIDADES DE MAYORDOMO DE CAMPO; ACTIVIDADES DEL AGRO; Y OTRAS LABORES CULTURALES";394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301124;LIMPIEZA EMPACADORA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301125;SUBFOLIAR;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301126;ROZA BANANERA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301127;CONTROL FITOSANITARIO Y CONTROL HERBICIDA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301128;FERTILIZACION;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301129;ASPERSION PORTATIL;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301130;FERTIRRIEGO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301131;LIMPIEZA Y MANTENIMIENTO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301132;"DRENAJE: EMBANQUE DE CANAL DE DRENAJE; EROSIÓN";394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301133;ASPERSION: INCLUYE PORTATIL;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301134;CANALES;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301135;CAJA DE 22/U - P-CKRAFF/E;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301136;CAJA DE 22/U, PALETIZADO BAG;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301137;CAJA DE 22/U DE 19 KILOS GRANDE;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301138;CAJA 115K DE 17 KILOS MEDIANA CUALQUIER EMPAQUE;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011301;PLANTACIONES DE BANANO;101011301139;CAJA NUM 208 Y NUM 2527, DE 13 KILOS, CHICA, CUALQUIER EMPAQUE;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0101011310;PLANTACIONES DE CACAO;101011310029;TRABAJADOR DEL AGRO: TUMBA DE CACAO, UNTADA DE CACAO, DESVENADA O SACADA DEL  CACAO, SECADA EN EL TENDAL, SOCOLA, DESCHUPADA,;395,3800
A01;AGRICULTURA Y PLANTACIONES;A0101011311;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;101011311001;MAQUINISTAS, CLASIFICADORES, VIBRADORA, SECADORES, MONTACARGUISTA,  MANTERO;397,3500
A01;AGRICULTURA Y PLANTACIONES;A0101011311;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;101011311002;MAYORDOMO;400,9000
A01;AGRICULTURA Y PLANTACIONES;A0101011312;PLANTACIONES DE CAFE;101011311031;TRABAJADOR FITOSANITARIO;395,3800
A01;AGRICULTURA Y PLANTACIONES;A0101011312;PLANTACIONES DE CAFE;101011311032;"TRABAJADOR DEL AGRO: SEMILLISTA, SEMBRADOR, COSECHADOR, RECOGEDOR, TRANSPLANTADOR,  PODADOR; Y OTRAS LABORES CULTURALES";395,3800
A01;AGRICULTURA Y PLANTACIONES;A0101020010;EXTRACCION DE LA MADERA;101020010006;JEFE FORESTAL;405,6100
A01;AGRICULTURA Y PLANTACIONES;A0101020010;EXTRACCION DE LA MADERA;101020010008;JEFE DE OPERACIÓN;404,4300
A01;AGRICULTURA Y PLANTACIONES;A0101020010;EXTRACCION DE LA MADERA;101020010011;JEFE MANTENIMIENTO;402,0700
A01;AGRICULTURA Y PLANTACIONES;A0101020010;EXTRACCION DE LA MADERA;101020010012;OPERADOR DE MÁQUINA;402,0700
A01;AGRICULTURA Y PLANTACIONES;A0101020010;EXTRACCION DE LA MADERA;101020010013;JEFE DE CAMPO;400,9000
A01;AGRICULTURA Y PLANTACIONES;A0101020010;EXTRACCION DE LA MADERA;101020010015;VIVERISTA AGROFORESTAL;400,9000
A01;AGRICULTURA Y PLANTACIONES;A0101020010;EXTRACCION DE LA MADERA;101020010016;OPERADOR DE MOTOSIERRA;400,9000
A01;AGRICULTURA Y PLANTACIONES;A0101020010;EXTRACCION DE LA MADERA;101020010023;JEFE DE CAMPAMENTO;396,1700
A01;AGRICULTURA Y PLANTACIONES;A0101020010;EXTRACCION DE LA MADERA;101020010024;AUXILIAR DE MANTENIMIENTO;395,3800
A01;AGRICULTURA Y PLANTACIONES;A0101020010;EXTRACCION DE LA MADERA;101020010025;TRABAJADOR DEL AGRO;395,3800
A01;AGRICULTURA Y PLANTACIONES;A0101020010;EXTRACCION DE LA MADERA;101020010026;MATERO;395,3800
A01;AGRICULTURA Y PLANTACIONES;A0101020010;EXTRACCION DE LA MADERA;101020010027;AUXILIAR DE OPERADOR;395,3800
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100001;TRAIDA O PASADA DE UNA OFICINA A OTRA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100002;PARADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100003;CERNIDA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100004;COLOCACION DE UN SACO VACIO A OTRO LLENO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100005;LINGADA A BORDO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100006;SACADA Y GUARDADA A LA MANTA PARA ASOLEO O REVUELTA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100007;PESADA O VACIADA EN UNA BODEGA O PATIO  EN EL MISMO DIA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100008;PASADA DE UNA BODEGA A OTRA AL GRANEL;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100009;LLENADA PARA INVENTARIO, ASOLEO O PARADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100010;VACIADA DE UN SACO A OTRO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100011;PALEADA ABIERTA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100012;PALEADA CERRADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100013;TRAIDA O PASADA DE UNA OFICINA A OTRA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100014;PESADA Y VACIADA EN BODEGA A PATIO EN EL MISMO DIA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100015;CONDUCCION A LA DESMONTADORA Y VACIADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100016;LLENADA PARA INVENTARIOS, ASOLEO O PARADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100017;CATADA DE GRANZAS;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100018;CATADA DE TIERRA DE CACAO NEGRO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100019;MAQUINADA DE GRANZAS;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100020;CATADA DE CACAO BUENO (CLASIFICACION DE GRANOS);394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100021;REMAQUINADA DE CACAO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100022;MAQUINADA DE CACAO CADA QUINTAL;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100023;CATADA DE CACAO NEGRO (CLASIFICACION DE GRANOS);394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100024;MAQUINADA DE CACAO BUENO NEGRO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100025;MAQUINADA DE PELOTAS;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100026;MAQUINADA DE TIERRA DE ASOLEO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100027;GUARDADA DE ASOLEO (DOS DÍAS);394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100028;LAVADA (UN DÍA);394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100030;ENCHAROLADA SOLA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100031;SARANDEO DE CACAO NEGRO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100032;DESPELOTADA DE CACAO NEGRO O DESPICADO (DESMAGUEYADA);394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100033;ASOLEO EN TERRAZAS A FUERZA DE SANGRE QUE COMPRENDE SUBIDA, ASOLEO Y GUARDADA CON BAJADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100034;ESCOGIDA DE CACAO (TRABAJO DE MUJERES), CADA LIBRA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100035;VACIADA A LA TOLVA POR MAQUINISTA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100036;SARANDEO DE CACAO BUENO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100037;VACIADA A LA TOLVA POR LA CUADRILLA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100038;TRAIDA O PASADA DE UNA OFICINA A OTRA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100039;ASOLEO EN TERRAZA QUE COMPRENDE SUBIDA  MECANIZADA, ASOLEO, GUARDADA MECANIZADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100040;"DESPICADO DE PELOTAS CON CACAO BUENO; INCLUYE PODA SANITARIA";394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100041;CERNIDA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100042;REPRESADA POR CADA QUINTAL;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100043;PARADA MECANIZADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100044;VACIADA A LA TOLVA (INCLUYE VACIADA CON DESCOSIDA DEL CAMION DIRECTO A LA TOLVA SIN SALTAR EN EMPRESA CON SISTEMA MECANIZADO);394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100045;PARADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100046;PESADA Y VACIADA EN BODEGA O PATIO EN EL MISMO DIA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100047;REVUELTA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100048;SACADA DE LA BODEGA A LA MANTA PARA ASOLEO EN LA CALLE;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100049;VACIADA DE CACAO ENSACADO A LA TOLVA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100050;PESADA CON SACADO AL TENDAL;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100051;PASADA DE UNA BODEGA A OTRA SIN PESADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100052;PESADA Y VACIADA DE OTRAS CUADRILLAS;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100053;COLOCACION DE UN SACO LLENO A OTRO VACIO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100054;VACIADA DE UN SACO A OTRO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100055;LLENADA PARA INVENTARIO, ASOLEO O PARADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100056;PALEADA ABIERTA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100057;PALEADA CERRADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100058;PARADA DE MONTON;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100059;GUARDADA DE ASOLEO (UN DÍA);394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100060;LAVADA (DOS DÍAS);394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100061;TRAIDA Y PESADA DE PILADORA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100062;ESCOGIDA DE CAFE (TRABAJO DE MUJER), POR LIBRA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100063;ASOLEO EN TERRAZAS A FUERZA DE SANGRE  QUE COMPRENDE SUBIDA Y GUARDADA CON BAJADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100064;PESADA Y VACIADA DE TRAIDA DE OTRAS CUADRILLAS;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100065;TRAIDA O PASADA DE UNA OFICINA A OTRA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100066;CERNIDA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100067;REPARADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100068;PARADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100069;PARADA DE MONTON;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100070;PASADA SOLA DE TRAIDA DE OTRAS CUADRILLAS;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100071;PESADA O VACIADA EN BODEGA O PATIO EN EL MISMO DIA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100072;REVUELTA DE LA BODEGA A LA MANTA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100073;SACADA DE LA BODEGA A LA MANTA PARA EL  ASOLEO EN LA CALLE;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100074;LLENADA PARA INVENTARIO, ASOLEO O PARADA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100075;PASADA DE UNA BODEGA A OTRA SIN PESADA  AL GRANEL;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100076;PALEADA ABIERTA;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100077;VACIADA DE UN SACO A OTRO;394,0000
A01;AGRICULTURA Y PLANTACIONES;A0109630100;ESCOGIDA DE CAFÉ, CACAO Y OTROS PRODUCTOS DESTINADOS A LA EXPORT;109630100078;LIMPIADA;394,0000
